Group.1,x
Af*Sal+GLNonUnif*TGFb1.Saliva,0.000723456790123457
Af+longRunEmphasis,0.000720987654320988
Sal+Angiogenin.Saliva,0.000685802469135802
C+runLengthNonuniformity,0.000682716049382716
C*Ser+TbTh*ENA.78.m,0.000678395061728395
Af*Af+energy*longRunEmphasis,0.000648148148148148
Ser*Sal+TIMP.2.m*VE.Cadherin.Saliva,0.00062962962962963
demo*Ser+gender*VEGF.m,0.000614197530864198
Sal*Sal+ENA.78.Saliva*TIMP.Saliva,0.000600617283950617
Sal*Sal+CXCL16.Saliva*ENA.78.Saliva,0.000595061728395062
clinic*C+Headaches*TbTh,0.000532716049382716
Af*Af+longRunEmphasis*TbN,0.000525925925925926
C*Af+TbTh*TbN,0.000500617283950617
Af*Ser+GLNonUnif*VEGF.m,0.000499382716049383
Af*Ser+LongRhighGLE*TRANCE.m,0.000499382716049383
Ser*Sal+TGFb1.m*TGFb1.Saliva,0.000493827160493827
Sal+ENA.78.Saliva,0.000456172839506173
Af*JS+TbN*JS,0.000439506172839506
Sal*JS+VE.Cadherin.Saliva*JS,0.000391975308641975
clinic*Sal+LowerBackPain*CXCL16.Saliva,0.000390123456790123
Af+LongRhighGLE,0.000385185185185185
Af*Ser+shortRhighGLE*TGFb1.m,0.000354320987654321
clinic*clinic+LowerBackPain*MouthOpen,0.000353086419753086
Af+correlation,0.00033641975308642
C*Af+GLNonUnif*correlation,0.00033641975308642
demo*clinic+gender*LowerBackPain,0.000332716049382716
C*Sal+TbTh*VE.Cadherin.Saliva,0.000310493827160494
demo*Ser+age*Angiogenin.m,0.000298148148148148
C*Af+TbN*GLNonUnif,0.000296296296296296
demo+gender,0.000293827160493827
Af*Ser+shortRhighGLE*TRANCE.m,0.000290740740740741
demo*Sal+age*TGFb1.Saliva,0.000284567901234568
clinic*Af+MuscleSore*LongRhighGLE,0.000282716049382716
demo*C+gender*TbN,0.00027962962962963
Af*Af+longRunEmphasis*shortRhighGLE,0.000277160493827161
Af*Ser+TbN*CXCL16.m,0.000275925925925926
Sal*JS+Angiogenin.Saliva*JS,0.000271604938271605
clinic*Sal+LowerBackPain*TIMP.Saliva,0.000268518518518519
clinic*Af+MuscleSore*longRunEmphasis,0.000266049382716049
Af+energy,0.000255555555555556
Af*Sal+longRunEmphasis*ENA.78.Saliva,0.000253086419753086
demo*Ser+age*MMP.7.m,0.000220987654320988
Ser*JS+Angiogenin.m*JS,0.000214814814814815
C*JS+TbTh*JS,0.000209876543209877
clinic*Af+RestlessSleep*correlation,0.000190123456790123
Ser*Sal+MMP.7.m*ENA.78.Saliva,0.000190123456790123
Ser*Sal+VEGF.m*TGFb1.Saliva,0.000188888888888889
clinic*C+LowerBackPain*TbN,0.000187654320987654
clinic*C+RestlessSleep*runLengthNonuniformity,0.000183333333333333
Ser*Sal+BDNF.m*ENA.78.Saliva,0.000183333333333333
Ser*JS+MMP.7.m*JS,0.000181481481481481
clinic*Sal+LowerBackPain*PAI.Saliva,0.000173456790123457
C*Af+runLengthNonuniformity*GLNonUnif,0.000160493827160494
clinic*Ser+Headaches*ENA.78.m,0.000139506172839506
demo*Ser+age*BDNF.m,0.000138271604938272
clinic*Af+MuscleSore*longRlowGLE,0.000137037037037037
Af+GLNonUnif,0.00013641975308642
Sal*JS+CXCL16.Saliva*JS,0.00012283950617284
Ser*Ser+ENA.78.m*MMP.7.m,0.000122222222222222
clinic*Ser+MouthOpen*OPG.m,0.000116666666666667
clinic*Sal+LowerBackPain*TGFb1.Saliva,0.000116049382716049
Af*Ser+clustProm*BDNF.m,0.000116049382716049
Ser*Ser+BDNF.m*PAI.m,0.000114197530864198
Af*Ser+shortRhighGLE*TIMP.2.m,0.000106172839506173
C*Sal+TbTh*ENA.78.Saliva,9.19753086419753e-05
demo*JS+age*JS,8.95061728395062e-05
Af*Sal+energy*ENA.78.Saliva,8.51851851851852e-05
C*Ser+runLengthNonuniformity*TIMP.2.m,7.96296296296296e-05
clinic*C+Headaches*TbN,7.90123456790123e-05
Sal+CXCL16.Saliva,7.40740740740741e-05
clinic*C+MouthOpen*clustProm,7.22222222222222e-05
Af+TbN,6.79012345679012e-05
Af*Ser+TbN*OPG.m,6.60493827160494e-05
Ser*Sal+MMP.7.m*TGFb1.Saliva,6.48148148148148e-05
Ser*Sal+ENA.78.m*VEGF.Saliva,6.2962962962963e-05
clinic*clinic+MuscleSore*MouthOpen,5.98765432098765e-05
C*Af+GLNonUnif*longRlowGLE,5.98765432098765e-05
Ser*Sal+TIMP.2.m*VEGF.Saliva,5.98765432098765e-05
Ser*Ser+Angiogenin.m*ENA.78.m,5.8641975308642e-05
C*Sal+TbTh*CXCL16.Saliva,5.74074074074074e-05
clinic*Sal+MouthOpen*VE.Cadherin.Saliva,5.67901234567901e-05
C*Ser+GLNonUnif*TGFb1.m,5.30864197530864e-05
Ser*Ser+MMP.3.m*PAI.m,5.12345679012346e-05
clinic*Sal+LowerBackPain*VEGF.Saliva,4.75308641975309e-05
Ser*Sal+TRANCE.m*PAI.Saliva,3.76543209876543e-05
clinic*Af+MouthOpen*longRlowGLE,3.58024691358025e-05
clinic*Ser+LowerBackPain*VEGF.m,3.33333333333333e-05
Af*Sal+TbSp*TGFb1.Saliva,3.33333333333333e-05
clinic*Af+LowerBackPain*shortRhighGLE,3.14814814814815e-05
demo*Sal+age*VEGF.Saliva,2.96296296296296e-05
clinic*Af+Headaches*TbN,2.90123456790123e-05
Ser*JS+MMP.3.m*JS,2.53086419753086e-05
Ser*Sal+TGFb1.m*VE.Cadherin.Saliva,2.40740740740741e-05
Af*Ser+GLNonUnif*PAI.m,2.22222222222222e-05
Af*Ser+correlation*CXCL16.m,1.97530864197531e-05
demo*Sal+gender*VE.Cadherin.Saliva,1.79012345679012e-05
C*Ser+TbTh*Angiogenin.m,1.72839506172839e-05
Af*Sal+correlation*ENA.78.Saliva,1.72839506172839e-05
Ser*Sal+PAI.m*VEGF.Saliva,1.72839506172839e-05
clinic*JS+LowerBackPain*JS,1.66666666666667e-05
Ser*Sal+ENA.78.m*TIMP.Saliva,1.60493827160494e-05
Af*Sal+LongRhighGLE*PAI.Saliva,1.48148148148148e-05
Ser*Sal+MMP.3.m*TIMP.Saliva,1.48148148148148e-05
demo*Af+gender*longRunEmphasis,1.41975308641975e-05
C*Ser+TbTh*PAI.m,1.41975308641975e-05
clinic*Ser+MuscleSore*OPG.m,1.2962962962963e-05
Ser*Ser+CXCL16.m*MMP.7.m,1.23456790123457e-05
C*Ser+runLengthNonuniformity*CXCL16.m,1.17283950617284e-05
Ser*Sal+OPG.m*Angiogenin.Saliva,1.17283950617284e-05
clinic*Af+LowerBackPain*longRunEmphasis,1.11111111111111e-05
Af*Ser+LongRhighGLE*BDNF.m,1.11111111111111e-05
clinic*Ser+MuscleSore*PAI.m,1.04938271604938e-05
clinic*Ser+RestlessSleep*MMP.7.m,1.04938271604938e-05
clinic*Ser+Headaches*VEGF.m,9.87654320987654e-06
demo*Ser+gender*ENA.78.m,6.17283950617284e-06
Ser+CXCL16.m,5.55555555555556e-06
Ser*Sal+TIMP.2.m*TGFb1.Saliva,5.55555555555556e-06
Ser+Angiogenin.m,4.93827160493827e-06
Ser+ENA.78.m,0
Ser+MMP.3.m,0
Ser+MMP.7.m,0
Ser+OPG.m,0
Ser+PAI.m,0
Ser+TGFb1.m,0
Ser+TIMP.2.m,0
Ser+TRANCE.m,0
Ser+VE.Cadherin.m,0
Ser+VEGF.m,0
Sal+PAI.Saliva,0
Sal+TGFb1.Saliva,0
Sal+TIMP.Saliva,0
Sal+VEGF.Saliva,0
demo*demo+gender*age,0
demo*clinic+gender*Headaches,0
demo*clinic+gender*MouthOpen,0
demo*C+gender*runLengthNonuniformity,0
demo*C+gender*TbTh,0
demo*Af+gender*correlation,0
demo*Af+gender*shortRhighGLE,0
demo*Af+gender*longRlowGLE,0
demo*Af+gender*LongRhighGLE,0
demo*Af+gender*TbN,0
demo*Ser+gender*Angiogenin.m,0
demo*Ser+gender*BDNF.m,0
demo*Ser+gender*CXCL16.m,0
demo*Ser+gender*MMP.3.m,0
demo*Ser+gender*PAI.m,0
demo*Ser+gender*TIMP.2.m,0
demo*Ser+gender*VE.Cadherin.m,0
demo*Sal+gender*Angiogenin.Saliva,0
demo*Sal+gender*ENA.78.Saliva,0
demo*Sal+gender*TIMP.Saliva,0
demo*clinic+age*Headaches,0
demo*clinic+age*MuscleSore,0
demo*clinic+age*RestlessSleep,0
demo*clinic+age*LowerBackPain,0
demo*clinic+age*MouthOpen,0
demo*C+age*clustProm,0
demo*C+age*GLNonUnif,0
demo*C+age*runLengthNonuniformity,0
demo*C+age*TbTh,0
demo*C+age*TbN,0
demo*Af+age*energy,0
demo*Af+age*correlation,0
demo*Af+age*longRunEmphasis,0
demo*Af+age*shortRhighGLE,0
demo*Af+age*longRlowGLE,0
demo*Af+age*LongRhighGLE,0
demo*Ser+age*CXCL16.m,0
demo*Ser+age*ENA.78.m,0
demo*Ser+age*MMP.3.m,0
demo*Ser+age*PAI.m,0
demo*Ser+age*TGFb1.m,0
demo*Ser+age*VE.Cadherin.m,0
demo*Ser+age*VEGF.m,0
demo*Sal+age*Angiogenin.Saliva,0
demo*Sal+age*CXCL16.Saliva,0
demo*Sal+age*ENA.78.Saliva,0
demo*Sal+age*PAI.Saliva,0
demo*Sal+age*TIMP.Saliva,0
demo*Sal+age*VE.Cadherin.Saliva,0
clinic*clinic+Headaches*MuscleSore,0
clinic*clinic+Headaches*RestlessSleep,0
clinic*clinic+Headaches*LowerBackPain,0
clinic*clinic+Headaches*MouthOpen,0
clinic*C+Headaches*GLNonUnif,0
clinic*C+Headaches*runLengthNonuniformity,0
clinic*Af+Headaches*energy,0
clinic*Af+Headaches*longRunEmphasis,0
clinic*Af+Headaches*GLNonUnif,0
clinic*Af+Headaches*shortRhighGLE,0
clinic*Af+Headaches*LongRhighGLE,0
clinic*Ser+Headaches*Angiogenin.m,0
clinic*Ser+Headaches*BDNF.m,0
clinic*Ser+Headaches*CXCL16.m,0
clinic*Ser+Headaches*MMP.3.m,0
clinic*Ser+Headaches*MMP.7.m,0
clinic*Ser+Headaches*PAI.m,0
clinic*Ser+Headaches*TGFb1.m,0
clinic*Ser+Headaches*TIMP.2.m,0
clinic*Sal+Headaches*Angiogenin.Saliva,0
clinic*Sal+Headaches*CXCL16.Saliva,0
clinic*Sal+Headaches*TIMP.Saliva,0
clinic*Sal+Headaches*VEGF.Saliva,0
clinic*JS+Headaches*JS,0
clinic*clinic+MuscleSore*RestlessSleep,0
clinic*C+MuscleSore*clustProm,0
clinic*C+MuscleSore*GLNonUnif,0
clinic*C+MuscleSore*runLengthNonuniformity,0
clinic*C+MuscleSore*TbTh,0
clinic*C+MuscleSore*TbN,0
clinic*Af+MuscleSore*correlation,0
clinic*Af+MuscleSore*clustProm,0
clinic*Af+MuscleSore*GLNonUnif,0
clinic*Af+MuscleSore*TbN,0
clinic*Ser+MuscleSore*Angiogenin.m,0
clinic*Ser+MuscleSore*ENA.78.m,0
clinic*Ser+MuscleSore*MMP.3.m,0
clinic*Ser+MuscleSore*VE.Cadherin.m,0
clinic*Ser+MuscleSore*VEGF.m,0
clinic*Sal+MuscleSore*Angiogenin.Saliva,0
clinic*Sal+MuscleSore*ENA.78.Saliva,0
clinic*Sal+MuscleSore*VEGF.Saliva,0
clinic*JS+MuscleSore*JS,0
clinic*clinic+RestlessSleep*LowerBackPain,0
clinic*clinic+RestlessSleep*MouthOpen,0
clinic*C+RestlessSleep*clustProm,0
clinic*C+RestlessSleep*GLNonUnif,0
clinic*C+RestlessSleep*TbTh,0
clinic*C+RestlessSleep*TbN,0
clinic*Af+RestlessSleep*longRunEmphasis,0
clinic*Af+RestlessSleep*GLNonUnif,0
clinic*Af+RestlessSleep*shortRhighGLE,0
clinic*Af+RestlessSleep*longRlowGLE,0
clinic*Af+RestlessSleep*LongRhighGLE,0
clinic*Af+RestlessSleep*TbN,0
clinic*Ser+RestlessSleep*Angiogenin.m,0
clinic*Ser+RestlessSleep*BDNF.m,0
clinic*Ser+RestlessSleep*CXCL16.m,0
clinic*Ser+RestlessSleep*ENA.78.m,0
clinic*Ser+RestlessSleep*MMP.3.m,0
clinic*Ser+RestlessSleep*PAI.m,0
clinic*Ser+RestlessSleep*TGFb1.m,0
clinic*Ser+RestlessSleep*TIMP.2.m,0
clinic*Ser+RestlessSleep*TRANCE.m,0
clinic*Ser+RestlessSleep*VE.Cadherin.m,0
clinic*Ser+RestlessSleep*VEGF.m,0
clinic*Sal+RestlessSleep*CXCL16.Saliva,0
clinic*Sal+RestlessSleep*ENA.78.Saliva,0
clinic*Sal+RestlessSleep*TGFb1.Saliva,0
clinic*Sal+RestlessSleep*TIMP.Saliva,0
clinic*Sal+RestlessSleep*VEGF.Saliva,0
clinic*JS+RestlessSleep*JS,0
clinic*C+LowerBackPain*clustProm,0
clinic*C+LowerBackPain*GLNonUnif,0
clinic*C+LowerBackPain*runLengthNonuniformity,0
clinic*C+LowerBackPain*TbTh,0
clinic*Af+LowerBackPain*energy,0
clinic*Af+LowerBackPain*correlation,0
clinic*Af+LowerBackPain*GLNonUnif,0
clinic*Af+LowerBackPain*longRlowGLE,0
clinic*Af+LowerBackPain*LongRhighGLE,0
clinic*Ser+LowerBackPain*Angiogenin.m,0
clinic*Ser+LowerBackPain*BDNF.m,0
clinic*Ser+LowerBackPain*ENA.78.m,0
clinic*Ser+LowerBackPain*MMP.3.m,0
clinic*Ser+LowerBackPain*MMP.7.m,0
clinic*Ser+LowerBackPain*OPG.m,0
clinic*Ser+LowerBackPain*PAI.m,0
clinic*Ser+LowerBackPain*TGFb1.m,0
clinic*Ser+LowerBackPain*TIMP.2.m,0
clinic*Ser+LowerBackPain*TRANCE.m,0
clinic*Ser+LowerBackPain*VE.Cadherin.m,0
clinic*Sal+LowerBackPain*Angiogenin.Saliva,0
clinic*Sal+LowerBackPain*VE.Cadherin.Saliva,0
clinic*C+MouthOpen*runLengthNonuniformity,0
clinic*C+MouthOpen*TbTh,0
clinic*C+MouthOpen*TbN,0
clinic*Af+MouthOpen*correlation,0
clinic*Af+MouthOpen*longRunEmphasis,0
clinic*Af+MouthOpen*shortRhighGLE,0
clinic*Af+MouthOpen*LongRhighGLE,0
clinic*Af+MouthOpen*TbN,0
clinic*Ser+MouthOpen*Angiogenin.m,0
clinic*Ser+MouthOpen*BDNF.m,0
clinic*Ser+MouthOpen*CXCL16.m,0
clinic*Ser+MouthOpen*ENA.78.m,0
clinic*Ser+MouthOpen*MMP.3.m,0
clinic*Ser+MouthOpen*MMP.7.m,0
clinic*Ser+MouthOpen*PAI.m,0
clinic*Ser+MouthOpen*TGFb1.m,0
clinic*Ser+MouthOpen*TIMP.2.m,0
clinic*Ser+MouthOpen*VE.Cadherin.m,0
clinic*Ser+MouthOpen*VEGF.m,0
clinic*Sal+MouthOpen*Angiogenin.Saliva,0
clinic*Sal+MouthOpen*ENA.78.Saliva,0
clinic*Sal+MouthOpen*TGFb1.Saliva,0
clinic*Sal+MouthOpen*TIMP.Saliva,0
clinic*Sal+MouthOpen*VEGF.Saliva,0
C*C+clustProm*TbTh,0
C*C+clustProm*TbN,0
C*Af+clustProm*clustProm,0
C*Af+clustProm*longRunEmphasis,0
C*Af+clustProm*GLNonUnif,0
C*Af+clustProm*shortRhighGLE,0
C*Af+clustProm*longRlowGLE,0
C*Af+clustProm*LongRhighGLE,0
C*Af+clustProm*TbN,0
C*Ser+clustProm*Angiogenin.m,0
C*Ser+clustProm*BDNF.m,0
C*Ser+clustProm*CXCL16.m,0
C*Ser+clustProm*ENA.78.m,0
C*Ser+clustProm*VE.Cadherin.m,0
C*Ser+clustProm*VEGF.m,0
C*Sal+clustProm*CXCL16.Saliva,0
C*Sal+clustProm*ENA.78.Saliva,0
C*Sal+clustProm*PAI.Saliva,0
C*Sal+clustProm*TGFb1.Saliva,0
C*Sal+clustProm*VEGF.Saliva,0
C*JS+clustProm*JS,0
C*C+GLNonUnif*TbTh,0
C*C+GLNonUnif*TbN,0
C*Af+GLNonUnif*GLNonUnif,0
C*Af+GLNonUnif*LongRhighGLE,0
C*Af+GLNonUnif*TbN,0
C*Ser+GLNonUnif*Angiogenin.m,0
C*Ser+GLNonUnif*BDNF.m,0
C*Ser+GLNonUnif*CXCL16.m,0
C*Ser+GLNonUnif*ENA.78.m,0
C*Ser+GLNonUnif*MMP.3.m,0
C*Ser+GLNonUnif*MMP.7.m,0
C*Ser+GLNonUnif*PAI.m,0
C*Ser+GLNonUnif*VE.Cadherin.m,0
C*Ser+GLNonUnif*VEGF.m,0
C*Sal+GLNonUnif*Angiogenin.Saliva,0
C*Sal+GLNonUnif*PAI.Saliva,0
C*Sal+GLNonUnif*TGFb1.Saliva,0
C*Sal+GLNonUnif*TIMP.Saliva,0
C*Sal+GLNonUnif*VE.Cadherin.Saliva,0
C*Sal+GLNonUnif*VEGF.Saliva,0
C*JS+GLNonUnif*JS,0
C*C+runLengthNonuniformity*TbTh,0
C*C+runLengthNonuniformity*TbN,0
C*Af+runLengthNonuniformity*correlation,0
C*Af+runLengthNonuniformity*longRunEmphasis,0
C*Af+runLengthNonuniformity*shortRhighGLE,0
C*Af+runLengthNonuniformity*LongRhighGLE,0
C*Af+runLengthNonuniformity*TbN,0
C*Ser+runLengthNonuniformity*Angiogenin.m,0
C*Ser+runLengthNonuniformity*ENA.78.m,0
C*Ser+runLengthNonuniformity*MMP.3.m,0
C*Ser+runLengthNonuniformity*MMP.7.m,0
C*Ser+runLengthNonuniformity*OPG.m,0
C*Ser+runLengthNonuniformity*PAI.m,0
C*Ser+runLengthNonuniformity*TGFb1.m,0
C*Ser+runLengthNonuniformity*TRANCE.m,0
C*Ser+runLengthNonuniformity*VE.Cadherin.m,0
C*Ser+runLengthNonuniformity*VEGF.m,0
C*Sal+runLengthNonuniformity*Angiogenin.Saliva,0
C*Sal+runLengthNonuniformity*ENA.78.Saliva,0
C*Sal+runLengthNonuniformity*TGFb1.Saliva,0
C*Sal+runLengthNonuniformity*TIMP.Saliva,0
C*Sal+runLengthNonuniformity*VE.Cadherin.Saliva,0
C*Sal+runLengthNonuniformity*VEGF.Saliva,0
C*JS+runLengthNonuniformity*JS,0
C*C+TbTh*TbN,0
C*Af+TbTh*correlation,0
C*Af+TbTh*shortRhighGLE,0
C*Af+TbTh*longRlowGLE,0
C*Af+TbTh*LongRhighGLE,0
C*Ser+TbTh*BDNF.m,0
C*Ser+TbTh*CXCL16.m,0
C*Ser+TbTh*MMP.3.m,0
C*Ser+TbTh*MMP.7.m,0
C*Ser+TbTh*OPG.m,0
C*Ser+TbTh*TGFb1.m,0
C*Ser+TbTh*TIMP.2.m,0
C*Ser+TbTh*VE.Cadherin.m,0
C*Ser+TbTh*VEGF.m,0
C*Sal+TbTh*PAI.Saliva,0
C*Sal+TbTh*TGFb1.Saliva,0
C*Sal+TbTh*TIMP.Saliva,0
C*Sal+TbTh*VEGF.Saliva,0
C*Af+TbN*longRunEmphasis,0
C*Af+TbN*shortRhighGLE,0
C*Af+TbN*LongRhighGLE,0
C*Af+TbN*TbN,0
C*Ser+TbN*CXCL16.m,0
C*Ser+TbN*ENA.78.m,0
C*Ser+TbN*MMP.3.m,0
C*Ser+TbN*MMP.7.m,0
C*Ser+TbN*OPG.m,0
C*Ser+TbN*TRANCE.m,0
C*Ser+TbN*VE.Cadherin.m,0
C*Ser+TbN*VEGF.m,0
C*Sal+TbN*Angiogenin.Saliva,0
C*Sal+TbN*PAI.Saliva,0
C*Sal+TbN*TGFb1.Saliva,0
C*Sal+TbN*TIMP.Saliva,0
C*Sal+TbN*VEGF.Saliva,0
C*JS+TbN*JS,0
Af*Af+energy*LongRhighGLE,0
Af*Ser+energy*CXCL16.m,0
Af*Ser+energy*MMP.3.m,0
Af*Ser+energy*TIMP.2.m,0
Af*Ser+energy*VEGF.m,0
Af*Sal+energy*Angiogenin.Saliva,0
Af*Sal+energy*CXCL16.Saliva,0
Af*Af+correlation*GLNonUnif,0
Af*Af+correlation*shortRhighGLE,0
Af*Af+correlation*LongRhighGLE,0
Af*Af+correlation*TbN,0
Af*Ser+correlation*Angiogenin.m,0
Af*Ser+correlation*MMP.3.m,0
Af*Ser+correlation*MMP.7.m,0
Af*Ser+correlation*TIMP.2.m,0
Af*Ser+correlation*TRANCE.m,0
Af*Sal+correlation*Angiogenin.Saliva,0
Af*Sal+correlation*PAI.Saliva,0
Af*Sal+correlation*TGFb1.Saliva,0
Af*Sal+correlation*TIMP.Saliva,0
Af*Sal+correlation*VE.Cadherin.Saliva,0
Af*Sal+correlation*VEGF.Saliva,0
Af*JS+correlation*JS,0
Af*Af+clustProm*shortRhighGLE,0
Af*Ser+clustProm*OPG.m,0
Af*Ser+clustProm*VE.Cadherin.m,0
Af*Ser+clustProm*VEGF.m,0
Af*Sal+clustProm*CXCL16.Saliva,0
Af*Sal+clustProm*PAI.Saliva,0
Af*Sal+clustProm*TGFb1.Saliva,0
Af*Sal+clustProm*TIMP.Saliva,0
Af*Sal+clustProm*VE.Cadherin.Saliva,0
Af*Af+longRunEmphasis*GLNonUnif,0
Af*Af+longRunEmphasis*longRlowGLE,0
Af*Af+longRunEmphasis*LongRhighGLE,0
Af*Ser+longRunEmphasis*Angiogenin.m,0
Af*Ser+longRunEmphasis*BDNF.m,0
Af*Ser+longRunEmphasis*ENA.78.m,0
Af*Ser+longRunEmphasis*MMP.3.m,0
Af*Ser+longRunEmphasis*MMP.7.m,0
Af*Ser+longRunEmphasis*TGFb1.m,0
Af*Ser+longRunEmphasis*TIMP.2.m,0
Af*Ser+longRunEmphasis*TRANCE.m,0
Af*Ser+longRunEmphasis*VE.Cadherin.m,0
Af*Ser+longRunEmphasis*VEGF.m,0
Af*Sal+longRunEmphasis*Angiogenin.Saliva,0
Af*Sal+longRunEmphasis*CXCL16.Saliva,0
